,Year,Engine_Size,Mileage,Owner_Count,Price,Brand_Audi,Brand_BMW,Brand_Chevrolet,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mercedes,Brand_Toyota,Brand_Volkswagen,Model_3 Series,Model_5 Series,Model_A3,Model_A4,Model_Accord,Model_C-Class,Model_CR-V,Model_Camry,Model_Civic,Model_Corolla,Model_E-Class,Model_Elantra,Model_Equinox,Model_Explorer,Model_Fiesta,Model_Focus,Model_GLA,Model_Golf,Model_Impala,Model_Malibu,Model_Optima,Model_Passat,Model_Q5,Model_RAV4,Model_Rio,Model_Sonata,Model_Sportage,Model_Tiguan,Model_Tucson,Model_X5,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Transmission_Semi-Automatic,Doors_2,Doors_3,Doors_4,Doors_5
10,0.21113894240431139,-1.4796915008776368,1.709780488837739,0.006256104294567816,-0.9606492879350499,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
11,-0.3687936055715269,1.3046929388413022,-1.2331619295647032,0.006256104294567816,0.8324769700115371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
12,-0.658759879559446,1.5657289800649525,-0.18957929510292126,0.7091891710999301,0.6390596599803876,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
13,-1.0937092905413248,-0.6095713634654686,0.4605861248419018,-1.3996100293161569,-1.2957560227564602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
14,-1.2386924275352842,-0.5225593497242517,-0.038440540116371436,-0.6966769625107945,-0.9227369248392432,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
15,-0.658759879559446,0.1735367602054833,-1.032647628529351,-1.3996100293161569,0.27118122146599194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
16,0.7910714903801497,-0.08749928101816745,-1.2871715015214176,-0.6966769625107945,1.9226180546223184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17,-0.8037430165534056,1.3046929388413022,-1.2520919253985237,-0.6966769625107945,0.8748874100848124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
18,-1.673641838517163,0.34756078768791676,1.2533636921027167,0.006256104294567816,-2.089024026854314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
19,1.3710040383559878,-1.3056674733952032,-1.327638132762259,-1.3996100293161569,0.7563309526072474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
20,0.9360546273741093,-1.0446314321715526,-1.4826347143171457,-1.3996100293161569,1.4525690104768503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
21,-1.673641838517163,1.3917049525825187,-1.2445268781038574,-0.6966769625107945,0.003224350093934317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
22,-1.2386924275352842,-0.870607404689119,-0.14570665481976441,0.7091891710999301,-0.8311689292264897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
23,-0.8037430165534056,-0.17451129475938437,-0.5713535195262512,-0.6966769625107945,-0.3701160390359589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24,0.6460883533861901,0.782620856394001,-1.4987727095414491,0.7091891710999301,1.1402739517554594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
25,-0.07882733158360775,-1.0446314321715526,-0.6609408253909599,0.7091891710999301,0.0009753116052000203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
26,1.5159871753499474,0.26054877394669984,-0.8096698869053954,0.006256104294567816,1.7863905804475553,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
27,0.7910714903801497,-0.6095713634654686,-0.07574444867506303,0.006256104294567816,0.575765291083151,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
28,1.2260209013620285,1.478716966323736,0.7128045699447821,0.006256104294567816,1.1987489524625512,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
29,0.21113894240431139,-0.9576194184303359,-0.3176985263919182,0.7091891710999301,0.35664468403789523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
30,-0.658759879559446,0.782620856394001,0.7461232162226694,1.4121222379052925,0.15230347277575054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
31,-0.5137767425654864,0.4345728014291337,-0.7050451669695124,-1.3996100293161569,0.44307202024782744,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
32,0.7910714903801497,-0.6095713634654686,0.3982932315747948,-1.3996100293161569,0.15230347277575054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
33,0.21113894240431139,0.26054877394669984,-0.800007942887399,1.4121222379052925,0.9134423556059718,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
34,-0.2238104685775673,0.1735367602054833,-0.19445660737099862,0.7091891710999301,0.09543492813204048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
35,-0.9487261535473651,1.3046929388413022,-1.513578422317228,1.4121222379052925,0.2811412490589581,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
36,0.21113894240431139,0.4345728014291337,1.32268871968508,-1.3996100293161569,-0.5211229089938331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
37,-1.673641838517163,-1.39267948713642,0.20634029340431007,0.7091891710999301,-1.508129514335513,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
38,0.7910714903801497,-0.6965833772066852,1.4843235433530506,0.7091891710999301,-0.6428922785981614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
39,-1.0937092905413248,-1.7407275421012876,-0.6351408861486598,-1.3996100293161569,-1.4271641287410783,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
40,-1.0937092905413248,-1.5667035146188537,-0.6440613860213904,0.006256104294567816,-0.7151828014503353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
41,-0.658759879559446,1.65274099380617,-0.3330487372118767,-1.3996100293161569,-0.05235902969907044,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
42,-1.673641838517163,0.782620856394001,-1.0799494479843628,0.7091891710999301,-0.31292620317957254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
43,-1.2386924275352842,0.782620856394001,-0.2012454553260897,0.006256104294567816,0.2920651502899533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
44,1.660970312343907,0.5215848151703506,1.0318456686397535,-0.6966769625107945,0.9574592517426287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
45,-0.07882733158360775,-0.6095713634654686,1.2295563840008188,1.4121222379052925,-0.8870736002321709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
46,-0.3687936055715269,-0.5225593497242517,1.3271605546862153,1.4121222379052925,-1.58363294931445,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
47,-0.8037430165534056,-0.17451129475938437,-0.45134383357610025,0.006256104294567816,-0.11533210738363074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
48,-0.3687936055715269,-1.5667035146188537,-0.4378124779249972,-1.3996100293161569,0.1343111648658762,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
49,0.21113894240431139,-0.9576194184303359,0.6460514267413098,-0.6966769625107945,-0.981211925546335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
50,-1.0937092905413248,1.65274099380617,0.30160428100621095,1.4121222379052925,-0.6936562902010213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
51,1.5159871753499474,0.6956088426527841,0.48920123482325845,-0.6966769625107945,0.5837975714000592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
52,-0.5137767425654864,-1.0446314321715526,1.5231335103318135,-1.3996100293161569,-1.3391303364677645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
53,0.5011052163922305,-0.3485353222418178,-0.9553289062558393,-1.3996100293161569,0.9674192793355949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
54,1.2260209013620285,0.1735367602054833,-0.708648122112914,1.4121222379052925,1.505260769355768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
55,-0.07882733158360775,-0.08749928101816745,1.526690125216136,1.4121222379052925,-0.6984756583911662,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
56,0.7910714903801497,-1.0446314321715526,-1.4720459651175666,-0.6966769625107945,0.5471703731549578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
57,-1.2386924275352842,-0.870607404689119,1.6044027396918203,0.006256104294567816,-1.8017896827216768,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
58,-0.658759879559446,0.5215848151703506,-0.5367605161236881,0.006256104294567816,0.7672548538382425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
59,-0.9487261535473651,-0.5225593497242517,-1.030180009733388,1.4121222379052925,-0.17991164113157268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
60,-0.5137767425654864,-1.4796915008776368,0.4501711516138696,-0.6966769625107945,-1.0650689320548565,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
61,-1.0937092905413248,0.869632870135218,-0.740182668416255,0.006256104294567816,0.07712132900948977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
62,0.5011052163922305,1.5657289800649525,-0.5634525053532612,-0.6966769625107945,1.9386826152561347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
63,-0.658759879559446,-0.2615233085006009,-0.022348885151147024,-0.6966769625107945,-0.6104418661178523,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
64,-0.07882733158360775,0.869632870135218,-0.10398883658378665,1.4121222379052925,-0.08320298611599794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
65,-0.9487261535473651,0.1735367602054833,0.07311204855184013,0.7091891710999301,-0.37397153358807483,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
66,-1.673641838517163,0.869632870135218,1.0194033090770096,1.4121222379052925,-1.4451564366509526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
67,-1.3836755645292438,0.869632870135218,1.4262591987269133,0.006256104294567816,-1.4782494315566144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
68,-0.5137767425654864,1.3917049525825187,0.1811891177891177,0.7091891710999301,-0.3376656265556498,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
69,0.9360546273741093,-0.17451129475938437,0.12870877438201433,0.006256104294567816,0.07712132900948977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
70,-0.658759879559446,-1.3056674733952032,-1.3722058769316028,-1.3996100293161569,-0.5683527172572533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
71,1.0810377643680689,-0.9576194184303359,-1.650803514515272,-1.3996100293161569,1.995872451112521,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
72,-0.658759879559446,1.65274099380617,-1.459974327627456,0.7091891710999301,0.8938435916327158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
73,0.7910714903801497,-0.2615233085006009,1.0799236874343403,1.4121222379052925,0.2239514132025717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
74,0.7910714903801497,-1.4796915008776368,0.03341003158580409,1.4121222379052925,0.35471693676183724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
75,1.5159871753499474,0.34756078768791676,1.154508334422184,-0.6966769625107945,0.5683755931915954,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
76,-0.658759879559446,-0.6095713634654686,-0.8431738942195992,1.4121222379052925,0.03760250985030142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
77,0.7910714903801497,0.782620856394001,-1.7055429455524824,-0.6966769625107945,1.672653491160135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
78,0.9360546273741093,-0.870607404689119,-0.32058320751959346,0.7091891710999301,0.8723170803834018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
79,1.660970312343907,0.4345728014291337,-0.11309469749283373,1.4121222379052925,0.9179404325834404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
80,-0.658759879559446,1.3046929388413022,-1.1139168578893577,-0.6966769625107945,0.8948074652707447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
81,1.2260209013620285,-1.1316434459127696,0.5366884153145867,1.4121222379052925,0.17190223674900657,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
82,-1.0937092905413248,1.5657289800649525,-0.08560333879414579,-0.6966769625107945,-0.18955037751186254,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
83,1.2260209013620285,1.3917049525825187,0.4884018653541436,0.7091891710999301,0.6486983963606774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
84,0.5011052163922305,-1.2186554596539863,1.2777618385078733,0.7091891710999301,-0.592449558207978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
85,0.5011052163922305,0.9566448838764344,0.5561976643868961,-1.3996100293161569,0.450461718139383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
